Company,Calculated_NAICS,Target_NAICS,Is_Target_Match,Confidence,Match_Reasoning,Business_Status,Review_Count,Has_Reviews,Latitude,Longitude,Street_Address,City,State,Zip_Code,Operating_Hours,Hard_Attributes,Price_Level,Business_Website,Employees_Estimated,Year_Established,Last_Review_Date
Patrick's Bakery & Cafe,722515,722515,TRUE,High,"Patrick's Bakery & Cafe opens early (7 AM) and serves breakfast, aligning with the characteristics of a coffee shop. Despite offering dinner and beer, the emphasis on breakfast and the cafe vibe in reviews supports the classification as a coffee shop.",Active,5,Yes,44.8849936,-93.317383,"2928 W 66th St, Richfield, MN 55423, USA",Minneapolis,MN,55410,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?0:00??PM; Friday: 7:00??AM??€?€?0:00??PM; Saturday: 7:00??AM??€?€?0:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer",2,http://patricksbakerycafe.com/,,,2025/12/30
Turtle Bread,722515,722515,TRUE,High,"Turtle Bread operates primarily as a coffee shop, opening early for breakfast and serving a casual atmosphere, which aligns with the NAICS code for coffee shops (722515). The reviews emphasize a welcoming vibe and breakfast offerings, further supporting this classification.",Active,5,Yes,44.92308999999999,-93.323801,"3421 W 44th St, Minneapolis, MN 55410, USA",Minneapolis,MN,55410,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,2,http://www.turtlebread.com/,,,2025/12/16
Starbucks Coffee Company,722515,722515,TRUE,High,"Starbucks Coffee Company operates as a coffee shop, opening early at 5 AM and serving breakfast and lunch, aligning with the characteristics of NAICS 722515.",Active,5,Yes,44.912,-93.33048,"3939 W 50th St, Edina, MN 55424, USA",Minneapolis,MN,55410,Monday: 5:00??AM??€?€?:00??PM; Tuesday: 5:00??AM??€?€?:00??PM; Wednesday: 5:00??AM??€?€?:00??PM; Thursday: 5:00??AM??€?€?:00??PM; Friday: 5:00??AM??€?€?:00??PM; Saturday: 5:00??AM??€?€?:00??PM; Sunday: 5:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://www.starbucks.com/store-locator/store/16048/,,,2025/10/20
Broders' Cucina Italiana,722511,722515,FALSE,Low,"Broders' Cucina Italiana serves breakfast, lunch, and dinner, and offers beer and wine, indicating it operates more as a full-service restaurant rather than a coffee shop. The hours suggest it opens later than the typical coffee shop, and the focus on Italian cuisine and dinner service aligns it more with NAICS 722511 (Full-Service Restaurants) rather than 722515 (Coffee Shops).",Active,5,Yes,44.912549,-93.309125,"2308 W 50th St, Minneapolis, MN 55410, USA",Minneapolis,MN,55410,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",2,http://www.broders.com/,,,2026/1/5
Matchbox Coffee Shop,722515,722515,TRUE,High,"Matchbox Coffee Shop operates during morning hours and serves coffee, aligning with the characteristics of a coffee shop. Reviews indicate a positive morning vibe and a focus on coffee, confirming its classification under NAICS 722515.",Active,5,Yes,45.0013025,-93.2663533,"1306 NE 2nd St, Minneapolis, MN 55413, USA",Minneapolis,MN,55411,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,1,https://www.facebook.com/Matchbox-Coffeeshop-10150129865445346/,,,2025/10/18
Up Coffee,722515,722515,TRUE,High,"Up Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the NAICS code 722515 for coffee shops. The reviews emphasize the quality of coffee and breakfast offerings, reinforcing its classification.",Active,5,Yes,44.9926116,-93.2251453,"1901 Traffic St NE, Minneapolis, MN 55413, USA",Minneapolis,MN,55411,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,http://upcoffeeroasters.com/,,,2026/1/5
Sip Coffeebar,722515,722515,TRUE,High,"Sip Coffeebar operates primarily in the morning hours, serves breakfast and lunch, and focuses on coffee, aligning it with the characteristics of a coffee shop (NAICS 722515). The reviews indicate a positive coffee shop vibe, further supporting this classification.",Active,5,Yes,44.9993151,-93.2717506,"34 13th Ave NE, Minneapolis, MN 55413, USA",Minneapolis,MN,55411,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: 9:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",1,http://www.sipcoffeebar.com/,,,2025/11/20
Caf?? Marguerite,722515,722515,TRUE,High,"Caf?? Marguerite operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The reviews emphasize the quality of coffee and pastries, reinforcing its coffee shop identity.",Active,5,Yes,45.0006941,-93.2644402,"300 13th Ave NE, Minneapolis, MN 55413, USA",Minneapolis,MN,55411,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Beer, Wine",2,https://cafe-marg.com/,,,2025/10/28
The Lowry Cafe,722515,722515,TRUE,High,"The Lowry Cafe operates from 8 AM to 3 PM, serving breakfast and lunch, which aligns with the characteristics of a coffee shop. The reviews indicate a focus on brunch and a family-friendly environment, further supporting its classification as a coffee shop.",Active,5,Yes,45.013085,-93.30871,"2207 Lowry Ave N, Minneapolis, MN 55411, USA",Minneapolis,MN,55411,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch, Wine",2,https://lowrycafe.com/,,,2025/9/3
Broken Clock Brewing Cooperative,312120,722515,FALSE,High,"The establishment operates primarily as a brewery, opening in the late afternoon and serving beer, which aligns with the NAICS code for breweries (312120). The presence of a kitchen and coffee/bakery attributes does not outweigh the primary focus on beer and late operating hours.",Active,5,Yes,45.0050927,-93.2719,"1712 Marshall St NE Suite 100, Minneapolis, MN 55413, USA",Minneapolis,MN,55411,Monday: 4:00??€?€?0:00??PM; Tuesday: 4:00??€?€?0:00??PM; Wednesday: 4:00??€?€?0:00??PM; Thursday: 4:00??€?€?0:00??PM; Friday: 12:00??€?€?1:00??PM; Saturday: 12:00??€?€?1:00??PM; Sunday: 12:00??€?€?:00??PM,Beer,N/A,http://brokenclockbrew.com/,,,2026/1/3
Sammy?? Avenue Eatery,722515,722515,TRUE,High,"Sammy?? Avenue Eatery serves breakfast and lunch, with a focus on coffee and tea as indicated by the reviews mentioning chai latte. Although it also serves dinner, the morning hours and breakfast offerings align more closely with a coffee shop vibe, justifying the NAICS code 722515.",Active,5,Yes,44.9989417,-93.2943731,"1101 W Broadway #1, Minneapolis, MN 55411, USA",Minneapolis,MN,55411,Monday: 8:30??AM??€?€?:30??PM; Tuesday: 8:30??AM??€?€?:30??PM; Wednesday: 8:30??AM??€?€?:30??PM; Thursday: 8:30??AM??€?€?:30??PM; Friday: 8:30??AM??€?€?:30??PM; Saturday: 9:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch, Dinner",1,https://www.eatatsammysaveeatery.com/?fbclid=IwY2xjawJx9_VleHRuA2FlbQIxMAABHrguVenEuonwuk5HWvg48qRmkK8EZTXzFFpXxB2KhZ_jG1FCI8Avegrhqi-W_aem_vNhUKuZVhqmtoypFZDTYPg,,,2025/12/4
Cosmic Coffee,722515,722515,TRUE,High,"Cosmic Coffee operates primarily in the morning hours, serves breakfast and lunch, and has a coffee-focused menu, aligning it with the NAICS code for coffee shops (722515). The reviews indicate a positive coffee experience and a chill atmosphere, further supporting its classification as a coffee shop.",Active,5,Yes,45.0277785,-93.2470478,"3301 Central Ave NE, Minneapolis, MN 55418, USA",Minneapolis,MN,55412,Monday: Closed; Tuesday: 6:00??AM??€?€?2:00??PM; Wednesday: 6:00??AM??€?€?2:00??PM; Thursday: 6:00??AM??€?€?2:00??PM; Friday: 6:00??AM??€?€?2:00??PM; Saturday: 8:00??AM??€?€?2:00??PM; Sunday: Closed,"Breakfast, Lunch",N/A,https://cosmiccoffeemn.com/,,,2025/10/20
Corner Coffee Camden,722515,722515,TRUE,High,"Corner Coffee Camden operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the NAICS code 722515 for coffee shops. The positive reviews emphasize the coffee offerings and the morning vibe, further confirming its classification.",Active,5,Yes,45.0311215,-93.313841,"4155 N Thomas Ave, Minneapolis, MN 55412, USA",Minneapolis,MN,55412,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",1,http://corner.coffee/,,,2025/10/27
Safari Pride Coffee,722515,722515,TRUE,Low,"Safari Pride Coffee operates from 8 AM to 5 PM, which does not align with the typical early morning hours (6-8 AM) expected of a coffee shop. Additionally, there is no information about breakfast offerings, which is a key attribute for a coffee shop. Therefore, while it may serve coffee, the lack of early hours and breakfast options leads to a lower confidence in categorizing it strictly as a coffee shop.",Active,4,Yes,45.0015856,-93.2807485,"202 N 22nd Ave, Minneapolis, MN 55411, USA",Minneapolis,MN,55412,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,None,N/A,https://safaripridecoffee.com/,,,2025/12/10
Starbucks Coffee Company,722515,722515,TRUE,High,"Starbucks Coffee Company operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the NAICS code 722515 for coffee shops.",Active,5,Yes,45.01906,-93.32612,"3503 Bottineau Blvd, Robbinsdale, MN 55422, USA",Minneapolis,MN,55412,Monday: 5:00??AM??€?€?:00??PM; Tuesday: 5:00??AM??€?€?:00??PM; Wednesday: 5:00??AM??€?€?:00??PM; Thursday: 5:00??AM??€?€?:00??PM; Friday: 5:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: 6:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://www.starbucks.com/store-locator/store/1022964,,,2025/9/18
Starbucks Coffee Company,722515,722515,TRUE,High,"Starbucks Coffee Company operates as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the NAICS code 722515 for coffee shops. The reviews indicate a focus on coffee and a comfortable atmosphere, further supporting this classification.",Active,5,Yes,45.01931,-93.32719,"3505 Bottineau Blvd, Robbinsdale, MN 55422, USA",Minneapolis,MN,55412,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://www.starbucks.com/store-locator/store/1022984,,,2025/10/25
Thirsty Whale Bakery,722515,722515,TRUE,High,"Thirsty Whale Bakery operates during morning hours (7 AM - 2 PM) and serves breakfast items, aligning with the characteristics of a coffee shop. The reviews indicate a focus on cakes and desserts, which complements the coffee shop vibe.",Active,5,Yes,45.0313557,-93.2960111,"4149 Fremont Ave N, Minneapolis, MN 55412, USA",Minneapolis,MN,55412,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,None,1,http://www.thirstywhalebakery.com/,,,2026/1/10
"heal mpls (herbs, eats, all love)",722515,722515,TRUE,Low,"While 'heal mpls' serves breakfast and has a welcoming atmosphere, its hours do not align with typical coffee shop hours, as it opens later in the morning and has dinner service. The focus on meals rather than primarily coffee/tea suggests it may not fit the coffee shop definition strictly.",Active,5,Yes,45.0313885,-93.2883445,"4171 N Lyndale Ave, Minneapolis, MN 55412, USA",Minneapolis,MN,55412,Monday: 10:00??AM??€?€?:00??PM; Tuesday: 10:00??AM??€?€?:00??PM; Wednesday: 10:00??AM??€?€?:00??PM; Thursday: 10:00??AM??€?€?:00??PM; Friday: 12:00??PM??€?€?2:00??AM; Saturday: 10:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch, Dinner",2,http://healmpls.com/,,,2026/1/2
The Camden Social,722515,722515,TRUE,High,"The Camden Social serves breakfast and has a morning vibe, which aligns with the characteristics of a coffee shop. Despite having dinner and alcohol options, the emphasis on breakfast and positive reviews about the morning atmosphere support the classification as a coffee shop.",Active,5,Yes,45.0388373,-93.2877298,"4601 N Lyndale Ave, Minneapolis, MN 55412, USA",Minneapolis,MN,55412,Monday: Closed; Tuesday: 3:00??€?€?0:00??PM; Wednesday: 3:00??€?€?0:00??PM; Thursday: 3:00??€?€?0:00??PM; Friday: 3:00??€?€?1:00??PM; Saturday: 11:00??AM??€?€?1:00??PM; Sunday: 11:00??AM??€?€?0:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",1,http://thecamdensocial.com/,,,2026/1/11
Natural Me Apothecary,446120,722515,FALSE,High,"Natural Me Apothecary operates primarily as a retail establishment focusing on herbal products and wellness items, rather than a coffee shop. Its hours do not align with typical coffee shop hours, and the reviews indicate a focus on herbalism and healing rather than coffee or breakfast offerings.",Active,5,Yes,45.0313544,-93.2884806,"707 N 42nd Ave STE A, Minneapolis, MN 55412, USA",Minneapolis,MN,55412,Monday: Closed; Tuesday: Closed; Wednesday: 10:00??AM??€?€?:00??PM; Thursday: 10:00??AM??€?€?:00??PM; Friday: 10:00??AM??€?€?:00??PM; Saturday: 10:00??AM??€?€?:00??PM; Sunday: Closed,None,N/A,http://www.naturalmeapothecary.com/,,,2025/10/11
Lion's Den Soul Food Cafe,722511,722515,FALSE,High,"Lion's Den Soul Food Cafe operates primarily during lunch and dinner hours, serving soul food rather than coffee or breakfast items. The absence of early morning hours and the focus on lunch and dinner indicate that it aligns more with a full-service restaurant (NAICS 722511) rather than a coffee shop.",Active,5,Yes,44.9996701,-93.295423,"2010 Fremont Ave N, Minneapolis, MN 55411, USA",Minneapolis,MN,55412,Monday: 11:00??AM??€?€?0:00??PM; Tuesday: 11:00??AM??€?€?0:00??PM; Wednesday: 11:00??AM??€?€?0:00??PM; Thursday: 11:00??AM??€?€?0:00??PM; Friday: 11:00??AM??€?€?0:00??PM; Saturday: 11:00??AM??€?€?0:00??PM; Sunday: Closed,"Lunch, Dinner",2,https://lionsdensoulfood.com/,,,2025/10/26
Dancing Bear Chocolate,722515,722515,TRUE,Low,"Dancing Bear Chocolate does not open early in the morning and does not primarily focus on coffee or breakfast items, which are key attributes for a coffee shop. The reviews suggest a focus on chocolate and sweet items rather than coffee, leading to a low confidence in categorizing it as a coffee shop.",Active,5,Yes,45.0353193,-93.313971,"4367 N Thomas Ave, Minneapolis, MN 55412, USA",Minneapolis,MN,55412,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 10:00??AM??€?€?:00??PM; Friday: 10:00??AM??€?€?:00??PM; Saturday: 10:00??AM??€?€?:00??PM; Sunday: 8:30??AM??€?€?:00??PM,None,N/A,https://squareup.com/gift/ML1TJCGED92CC/order,,,2025/11/8
The Buttered Tin- Northeast Minneapolis,722515,722515,TRUE,High,"The Buttered Tin operates primarily during breakfast and lunch hours, serving breakfast items and coffee, which aligns with the characteristics of a coffee shop. The positive reviews emphasize the breakfast offerings and a morning vibe, further supporting the classification under NAICS 722515.",Active,5,Yes,45.0130231,-93.2715214,"2445 Marshall St NE, Minneapolis, MN 55418, USA",Minneapolis,MN,55412,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Wine",2,https://www.thebutteredtin.com/northeast-minneapolis-location,,,2025/12/20
Aki's BreadHaus & WunderBar,722515,722515,TRUE,High,"Aki's BreadHaus & WunderBar opens early (8 AM), serves breakfast, and has a strong coffee/bakery vibe as indicated by the reviews. The presence of a bakery and breakfast offerings aligns with the characteristics of a coffee shop.",Active,5,Yes,45.0050818,-93.2719973,"1712 Marshall St NE, Minneapolis, MN 55413, USA",Minneapolis,MN,55412,Monday: Closed; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?0:00??PM; Saturday: 8:00??AM??€?€?0:00??PM; Sunday: Closed,Breakfast,1,https://akisbreadhaus.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,,,2026/1/17
Olympic Cafe Plus,722515,722515,TRUE,Low,"The hours indicate that Olympic Cafe Plus does not open early (6-8 AM) and serves lunch and dinner, which suggests it may not primarily function as a coffee shop. The reviews focus on food items like wings rather than coffee or breakfast, indicating a stronger emphasis on a bar or restaurant vibe.",Active,5,Yes,45.00336739999999,-93.3078392,"2117 W Broadway, Minneapolis, MN 55411, USA",Minneapolis,MN,55412,Monday: 10:00??AM??€?€?1:00??PM; Tuesday: 10:00??AM??€?€?1:00??PM; Wednesday: 10:00??AM??€?€?1:00??PM; Thursday: 10:00??AM??€?€?1:00??PM; Friday: 10:00??AM??€?€?1:59??PM; Saturday: 10:00??AM??€?€?1:59??PM; Sunday: 10:00??AM??€?€?1:00??PM,"Lunch, Dinner",1,https://olympiccafeplus.com/,,,2026/1/7
North Market,445110,722515,FALSE,Low,"The hours of operation (11 AM - 7 PM) and the reviews suggest that North Market is more of a grocery store or market rather than a coffee shop. There is no indication of a focus on coffee or breakfast, which is essential for NAICS 722515.",Active,5,Yes,45.0357642,-93.298123,"4414 N Humboldt Ave, Minneapolis, MN 55412, USA",Minneapolis,MN,55412,Monday: 11:00??AM??€?€?:00??PM; Tuesday: 11:00??AM??€?€?:00??PM; Wednesday: 11:00??AM??€?€?:00??PM; Thursday: 11:00??AM??€?€?:00??PM; Friday: 11:00??AM??€?€?:00??PM; Saturday: 11:00??AM??€?€?:00??PM; Sunday: 11:00??AM??€?€?:00??PM,None,N/A,http://mynorthmarket.org/,,,2026/1/5
TAP IN Kitchen & Cocktails,722511,722515,FALSE,High,"TAP IN Kitchen & Cocktails operates primarily during lunch and dinner hours, serves beer and wine, and does not open early for breakfast. The reviews indicate a strong social and dining vibe rather than a coffee shop atmosphere, aligning more with a full-service restaurant or bar.",Active,5,Yes,45.0135308,-93.3142247,"2618 Lowry Ave N, Minneapolis, MN 55411, USA",Minneapolis,MN,55412,Monday: Closed; Tuesday: Closed; Wednesday: 12:00??€?€?:00??PM; Thursday: 12:00??€?€?:00??PM; Friday: 12:00??€?€?1:00??PM; Saturday: 12:00??€?€?1:00??PM; Sunday: 12:00??€?€?:00??PM,"Lunch, Dinner, Beer, Wine",2,http://tapinmn.com/,,,2025/12/20
Dessco International Co,722515,722515,TRUE,Low,"Dessco International Co operates from 10 AM to 6:30 PM, which does not align with the typical hours of a coffee shop that opens early (6-8 AM). Additionally, there are no attributes indicating a focus on coffee or breakfast, and there are no reviews to confirm the vibe. Therefore, it is unlikely to be classified as a coffee shop.",Inactive,0,No,45.0017286,-93.2806679,"202 N 22nd Ave, Minneapolis, MN 55411, USA",Minneapolis,MN,55412,Monday: 10:00??AM??€?€?:30??PM; Tuesday: 10:00??AM??€?€?:30??PM; Wednesday: 10:00??AM??€?€?:30??PM; Thursday: 10:00??AM??€?€?:30??PM; Friday: 10:00??AM??€?€?:30??PM; Saturday: 10:00??AM??€?€?:30??PM; Sunday: Closed,None,N/A,,,,N/A
56 Brewing,312120,722515,FALSE,High,"56 Brewing operates primarily in the evening hours and focuses on beer, with no indication of serving coffee or breakfast. This aligns with the NAICS code for breweries (312120) rather than a coffee shop.",Active,5,Yes,45.0236103,-93.2721747,"3055 NE Columbia Ave Suite103a, Minneapolis, MN 55418, USA",Minneapolis,MN,55412,Monday: 4:00??€?€?:00??PM; Tuesday: 4:00??€?€?:00??PM; Wednesday: 4:00??€?€?0:00??PM; Thursday: 4:00??€?€?0:00??PM; Friday: 2:00??€?€?0:00??PM; Saturday: 12:00??€?€?0:00??PM; Sunday: 12:00??€?€?:00??PM,Beer,N/A,http://www.56brewing.com/,,,2026/1/10
The Bougie Waffle - MN,722515,722515,TRUE,Low,"The Bougie Waffle - MN does not open early in the morning and primarily operates during lunch and dinner hours, which suggests it may not fit the coffee shop definition. The reviews focus on food rather than coffee, indicating a stronger emphasis on a dining experience rather than a coffee-centric one.",Active,5,Yes,44.9992956,-93.2846115,"324 W Broadway, Minneapolis, MN 55411, USA",Minneapolis,MN,55412,Monday: Closed; Tuesday: 11:00??AM??€?€?:00??PM; Wednesday: 11:00??AM??€?€?:00??PM; Thursday: 11:00??AM??€?€?:00??PM; Friday: 11:00??AM??€?€?:00??PM; Saturday: 11:00??AM??€?€?:00??PM; Sunday: 11:00??AM??€?€?:00??PM,None,N/A,https://www.thebougiewaffle.org/,,,2025/4/24
Breaking Bread Caf??,722515,722515,TRUE,High,"Breaking Bread Caf?? serves breakfast and lunch, aligning with the characteristics of a coffee shop. The positive reviews emphasize a pleasant atmosphere and focus on breakfast, which supports the classification under NAICS 722515.",Active,5,Yes,44.9993442,-93.2960969,"1210 W Broadway, Minneapolis, MN 55411, USA",Minneapolis,MN,55412,Unknown,"Breakfast, Lunch",1,http://www.breakingbreadfoods.com/,,,2023/6/28
Ginger?? Coffee,722515,722515,TRUE,Low,"The name 'Ginger?? Coffee' suggests a focus on coffee, but without specific hours or attributes, it's difficult to confirm its primary function as a coffee shop. The lack of reviews further limits the ability to assess its vibe and offerings.",Active,0,No,45.000284,-93.3188021,"1933 Xerxes Ave N, Minneapolis, MN 55411, USA",Minneapolis,MN,55412,Unknown,None,N/A,,,,N/A
Qahwah House Coffee - Minneapolis,722515,722515,TRUE,High,"Qahwah House Coffee operates primarily as a coffee shop, opening early in the morning and serving a variety of coffee and tea options along with breakfast items. The reviews highlight a focus on coffee and a relaxing atmosphere, aligning with the characteristics of a coffee shop.",Active,5,Yes,45.0077526,-93.2470649,"1851 Central Ave NE, Minneapolis, MN 55418, USA",Minneapolis,MN,55413,Monday: 7:00??AM??€?€?1:00??PM; Tuesday: 7:00??AM??€?€?1:00??PM; Wednesday: 7:00??AM??€?€?1:00??PM; Thursday: 7:00??AM??€?€?1:00??PM; Friday: 7:00??AM??€?€?2:00??AM; Saturday: 7:00??AM??€?€?2:00??AM; Sunday: 7:00??AM??€?€?1:00??PM,None,N/A,http://www.qahwahhouse.com/,,,2025/12/20
PILLLAR Forum Cafe & Bar,722515,722515,TRUE,High,"PILLLAR Forum Cafe & Bar opens early (7 AM), serves breakfast items like pastries, and has a strong coffee focus as indicated by the reviews. Although it serves beer and wine, the primary vibe and offerings align more with a coffee shop than a bar, justifying the NAICS code 722515.",Active,5,Yes,45.0110844,-93.2475984,"2300 Central Ave NE, Minneapolis, MN 55418, USA",Minneapolis,MN,55413,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?0:00??PM; Saturday: 8:00??AM??€?€?0:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Beer, Wine",N/A,https://www.pilllar.com/,,,2026/1/13
Honour Coffee & Raw Juice,722515,722515,TRUE,High,"Honour Coffee & Raw Juice opens early (6:30 AM), serves breakfast and lunch, and has a positive brunch vibe based on reviews, aligning with the characteristics of a coffee shop.",Active,5,Yes,44.9947417,-93.2262131,"451 Stinson Blvd NE, Minneapolis, MN 55413, USA",Minneapolis,MN,55413,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner",2,http://honourcoffeempls.com/,,,2025/11/1
Corner Coffee Northeast,722515,722515,TRUE,High,"Corner Coffee Northeast operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the NAICS code 722515 for coffee shops. The reviews emphasize a coffee-centric experience and a relaxed atmosphere, further confirming its classification.",Active,5,Yes,45.0107688,-93.2475724,"2226 Central Ave NE, Minneapolis, MN 55418, USA",Minneapolis,MN,55413,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",2,http://www.corner.coffee/,,,2025/11/19
Inkwell Booksellers Company,722515,722515,TRUE,High,"Inkwell Booksellers Company operates during morning hours and has a cozy atmosphere suitable for enjoying coffee, aligning with the characteristics of a coffee shop. The reviews indicate a focus on drinks and a comfortable space for patrons, further supporting the classification as a coffee shop.",Active,5,Yes,44.9886014,-93.2538536,"426 E Hennepin Ave, Minneapolis, MN 55414, USA",Minneapolis,MN,55413,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,N/A,https://www.inkwellbooksellersco.com/?srsltid=AfmBOoqWEsEnEUROKi_0K_o810-W3X3OpkrXqTxmSE-K1qF9qZ0tkd8n,,,2026/1/3
